ID,Car MakeID,Car Make,Car ModelID,Car Model,YearID,Year,Mileage,Price,Fuel TypeID,Fuel Type,ColorID,Color,TransmissionID,Transmission,Options/FeaturesID,Options/Features,ConditionID,Condition,Accident,AccidentID
22241,19,McLaren,6,570S,5,2015,18504,268595.0,1,Electric,6,Red,0,Automatic,943,Sunroof,0,Like New,No,0
22242,3,Bentley,17,Bentayga,10,2020,12598,234020.0,1,Electric,4,Green,1,Manual,943,Sunroof,2,Used,Yes,1
22243,0,Aston Martin,34,DBX,11,2021,26704,128713.0,4,Petrol,8,White,1,Manual,157,Bluetooth,1,New,Yes,1
22244,23,Porsche,83,Panamera,9,2019,29507,105540.0,3,Hybrid,6,Red,0,Automatic,785,Navigation,2,Used,No,0
22245,4,Bugatti,112,Veyron,11,2021,49148,210111.0,1,Electric,0,Black,0,Automatic,785,Navigation,2,Used,Yes,1
22246,24,Rolls-Royce,86,Phantom,9,2019,36710,150702.0,4,Petrol,0,Black,1,Manual,471,Heated Seats,2,Used,Yes,1
22247,24,Rolls-Royce,56,Ghost,6,2016,11116,172119.0,4,Petrol,0,Black,0,Automatic,157,Bluetooth,2,Used,Yes,1
22248,4,Bugatti,112,Veyron,9,2019,36126,275035.0,0,Diesel,4,Green,0,Automatic,628,Leather Seats,2,Used,Yes,1
22249,4,Bugatti,112,Veyron,10,2020,12217,100853.0,0,Diesel,8,White,1,Manual,943,Sunroof,1,New,No,0
22250,3,Bentley,28,Continental GT,8,2018,34402,136809.0,4,Petrol,8,White,0,Automatic,943,Sunroof,0,Like New,No,0
22251,23,Porsche,24,Cayenne,5,2015,43502,252948.0,1,Electric,6,Red,1,Manual,943,Sunroof,0,Like New,No,0
22252,4,Bugatti,112,Veyron,12,2022,18825,180699.0,1,Electric,1,Blue,0,Automatic,628,Leather Seats,0,Like New,No,0
22253,21,Mercedes-Benz,71,Maybach,13,2023,5459,148934.0,4,Petrol,4,Green,1,Manual,628,Leather Seats,2,Used,Yes,1
22254,15,Lamborghini,15,Aventador,6,2016,34287,188760.0,1,Electric,4,Green,0,Automatic,471,Heated Seats,0,Like New,No,0
22255,17,Maserati,91,Quattroporte,5,2015,9632,291252.0,0,Diesel,1,Blue,1,Manual,785,Navigation,2,Used,No,0
22256,4,Bugatti,112,Veyron,8,2018,46598,201763.0,0,Diesel,4,Green,0,Automatic,157,Bluetooth,2,Used,Yes,1
22257,15,Lamborghini,59,Huracan,10,2020,23949,100949.0,1,Electric,4,Green,1,Manual,471,Heated Seats,1,New,Yes,1
22258,8,Ferrari,2,488 GTB,13,2023,29977,152045.0,3,Hybrid,4,Green,0,Automatic,157,Bluetooth,0,Like New,Yes,1
22259,3,Bentley,17,Bentayga,8,2018,15030,221749.0,1,Electric,1,Blue,1,Manual,471,Heated Seats,0,Like New,No,0
22260,0,Aston Martin,110,Vantage,6,2016,32050,106335.0,1,Electric,1,Blue,0,Automatic,157,Bluetooth,0,Like New,Yes,1
22261,24,Rolls-Royce,56,Ghost,5,2015,38086,269165.0,0,Diesel,6,Red,1,Manual,628,Leather Seats,1,New,Yes,1
22262,4,Bugatti,112,Veyron,9,2019,28447,128917.0,0,Diesel,8,White,0,Automatic,157,Bluetooth,0,Like New,No,0
22263,0,Aston Martin,110,Vantage,7,2017,6663,151046.0,4,Petrol,8,White,1,Manual,157,Bluetooth,0,Like New,Yes,1
22264,23,Porsche,24,Cayenne,8,2018,22191,136164.0,0,Diesel,7,Silver,0,Automatic,157,Bluetooth,2,Used,Yes,1
22265,8,Ferrari,47,F8 Tributo,8,2018,16552,136481.0,3,Hybrid,7,Silver,0,Automatic,628,Leather Seats,0,Like New,No,0
22266,19,McLaren,81,P1,12,2022,28667,221667.0,4,Petrol,7,Silver,1,Manual,943,Sunroof,0,Like New,Yes,1
22267,0,Aston Martin,110,Vantage,9,2019,27135,290962.0,4,Petrol,6,Red,0,Automatic,157,Bluetooth,1,New,Yes,1
22268,3,Bentley,28,Continental GT,10,2020,33363,172401.0,3,Hybrid,8,White,1,Manual,628,Leather Seats,2,Used,Yes,1
22269,17,Maserati,91,Quattroporte,8,2018,15104,113922.0,3,Hybrid,6,Red,1,Manual,471,Heated Seats,2,Used,No,0
22270,3,Bentley,28,Continental GT,12,2022,24090,168701.0,3,Hybrid,4,Green,0,Automatic,628,Leather Seats,1,New,Yes,1
22271,8,Ferrari,88,Portofino,13,2023,44239,298253.0,4,Petrol,1,Blue,0,Automatic,628,Leather Seats,0,Like New,Yes,1
22272,0,Aston Martin,33,DB11,9,2019,20480,235597.0,0,Diesel,6,Red,1,Manual,157,Bluetooth,1,New,Yes,1
22273,4,Bugatti,112,Veyron,5,2015,35502,264026.0,4,Petrol,1,Blue,0,Automatic,628,Leather Seats,2,Used,Yes,1
22274,8,Ferrari,88,Portofino,6,2016,23173,230335.0,4,Petrol,6,Red,1,Manual,785,Navigation,1,New,No,0
22275,19,McLaren,6,570S,8,2018,28049,194825.0,0,Diesel,1,Blue,1,Manual,471,Heated Seats,1,New,Yes,1
22276,8,Ferrari,88,Portofino,9,2019,20997,286275.0,4,Petrol,4,Green,0,Automatic,471,Heated Seats,2,Used,Yes,1
22277,4,Bugatti,112,Veyron,10,2020,19119,256436.0,1,Electric,1,Blue,0,Automatic,943,Sunroof,1,New,No,0
22278,3,Bentley,28,Continental GT,6,2016,21317,132696.0,3,Hybrid,7,Silver,0,Automatic,943,Sunroof,1,New,Yes,1
22279,4,Bugatti,112,Veyron,7,2017,24804,185654.0,0,Diesel,1,Blue,1,Manual,943,Sunroof,1,New,Yes,1
22280,23,Porsche,24,Cayenne,12,2022,45329,258042.0,1,Electric,6,Red,1,Manual,157,Bluetooth,2,Used,Yes,1
22281,17,Maserati,55,Ghibli,13,2023,27691,184325.0,3,Hybrid,8,White,1,Manual,943,Sunroof,0,Like New,No,0
22282,17,Maserati,66,Levante,9,2019,16654,292845.0,3,Hybrid,6,Red,1,Manual,785,Navigation,1,New,Yes,1
22283,8,Ferrari,88,Portofino,9,2019,35623,270218.0,1,Electric,4,Green,0,Automatic,943,Sunroof,0,Like New,Yes,1
22284,19,McLaren,81,P1,10,2020,39330,229157.0,0,Diesel,7,Silver,0,Automatic,471,Heated Seats,1,New,No,0
22285,0,Aston Martin,33,DB11,10,2020,15730,185893.0,1,Electric,1,Blue,0,Automatic,157,Bluetooth,0,Like New,Yes,1
22286,19,McLaren,6,570S,9,2019,34617,105237.0,0,Diesel,8,White,0,Automatic,471,Heated Seats,0,Like New,Yes,1
22287,8,Ferrari,88,Portofino,9,2019,43723,109113.0,1,Electric,0,Black,0,Automatic,628,Leather Seats,1,New,No,0
22288,23,Porsche,24,Cayenne,10,2020,11088,135236.0,0,Diesel,7,Silver,1,Manual,157,Bluetooth,1,New,Yes,1
22289,0,Aston Martin,110,Vantage,9,2019,14217,189432.0,0,Diesel,6,Red,0,Automatic,785,Navigation,1,New,Yes,1
22290,0,Aston Martin,33,DB11,13,2023,42680,185794.0,1,Electric,0,Black,1,Manual,157,Bluetooth,0,Like New,Yes,1
22291,15,Lamborghini,109,Urus,12,2022,27474,124899.0,1,Electric,4,Green,0,Automatic,785,Navigation,1,New,No,0
22292,8,Ferrari,88,Portofino,10,2020,20185,262109.0,0,Diesel,1,Blue,1,Manual,157,Bluetooth,1,New,No,0
22293,23,Porsche,24,Cayenne,11,2021,14187,134464.0,0,Diesel,1,Blue,0,Automatic,628,Leather Seats,0,Like New,Yes,1
22294,24,Rolls-Royce,56,Ghost,13,2023,12482,193148.0,1,Electric,8,White,0,Automatic,785,Navigation,1,New,No,0
22295,15,Lamborghini,59,Huracan,6,2016,49242,245682.0,3,Hybrid,8,White,1,Manual,943,Sunroof,1,New,No,0
22296,23,Porsche,24,Cayenne,7,2017,11771,131886.0,3,Hybrid,4,Green,1,Manual,943,Sunroof,1,New,No,0
22297,0,Aston Martin,110,Vantage,8,2018,42244,166903.0,4,Petrol,1,Blue,1,Manual,943,Sunroof,1,New,No,0
22298,23,Porsche,24,Cayenne,10,2020,19787,222071.0,0,Diesel,1,Blue,0,Automatic,628,Leather Seats,1,New,No,0
22299,8,Ferrari,2,488 GTB,10,2020,13648,146993.0,0,Diesel,1,Blue,1,Manual,471,Heated Seats,2,Used,Yes,1
22300,24,Rolls-Royce,56,Ghost,6,2016,26329,258093.0,1,Electric,7,Silver,1,Manual,628,Leather Seats,1,New,No,0
22301,4,Bugatti,112,Veyron,6,2016,21168,179977.0,4,Petrol,8,White,0,Automatic,157,Bluetooth,1,New,Yes,1
22302,21,Mercedes-Benz,71,Maybach,12,2022,24054,208540.0,0,Diesel,6,Red,1,Manual,628,Leather Seats,1,New,No,0
22303,3,Bentley,49,Flying Spur,6,2016,48310,290892.0,0,Diesel,1,Blue,0,Automatic,628,Leather Seats,1,New,Yes,1
22304,15,Lamborghini,59,Huracan,8,2018,30036,196733.0,3,Hybrid,1,Blue,0,Automatic,943,Sunroof,0,Like New,No,0
22305,17,Maserati,91,Quattroporte,12,2022,7099,261726.0,4,Petrol,6,Red,0,Automatic,628,Leather Seats,2,Used,No,0
22306,3,Bentley,17,Bentayga,13,2023,6010,171256.0,0,Diesel,4,Green,0,Automatic,471,Heated Seats,1,New,Yes,1
22307,19,McLaren,81,P1,10,2020,31669,187574.0,4,Petrol,6,Red,1,Manual,943,Sunroof,2,Used,Yes,1
22308,0,Aston Martin,34,DBX,11,2021,23452,186565.0,0,Diesel,6,Red,1,Manual,943,Sunroof,1,New,No,0
22309,19,McLaren,6,570S,6,2016,34863,283407.0,1,Electric,7,Silver,1,Manual,785,Navigation,0,Like New,No,0
22310,23,Porsche,24,Cayenne,9,2019,24543,283196.0,1,Electric,0,Black,0,Automatic,628,Leather Seats,0,Like New,Yes,1
22311,3,Bentley,17,Bentayga,10,2020,42031,151356.0,3,Hybrid,8,White,0,Automatic,471,Heated Seats,1,New,No,0
22312,21,Mercedes-Benz,95,S-Class,11,2021,42792,218770.0,4,Petrol,1,Blue,1,Manual,785,Navigation,0,Like New,Yes,1
22313,4,Bugatti,112,Veyron,6,2016,35640,130920.0,4,Petrol,4,Green,1,Manual,157,Bluetooth,0,Like New,No,0
22314,24,Rolls-Royce,32,Cullinan,9,2019,7935,119769.0,1,Electric,1,Blue,0,Automatic,785,Navigation,1,New,Yes,1
22315,4,Bugatti,26,Chiron,5,2015,22033,283378.0,4,Petrol,0,Black,1,Manual,471,Heated Seats,2,Used,No,0
22316,17,Maserati,91,Quattroporte,6,2016,18284,191165.0,3,Hybrid,6,Red,0,Automatic,628,Leather Seats,0,Like New,Yes,1
22317,3,Bentley,17,Bentayga,9,2019,43253,251800.0,0,Diesel,6,Red,0,Automatic,943,Sunroof,1,New,No,0
22318,8,Ferrari,88,Portofino,10,2020,7929,159018.0,1,Electric,4,Green,1,Manual,157,Bluetooth,0,Like New,Yes,1
22319,17,Maserati,55,Ghibli,10,2020,8403,261533.0,3,Hybrid,0,Black,0,Automatic,471,Heated Seats,0,Like New,No,0
22320,8,Ferrari,2,488 GTB,6,2016,44434,152748.0,4,Petrol,1,Blue,1,Manual,785,Navigation,0,Like New,No,0
22321,15,Lamborghini,15,Aventador,7,2017,28603,184955.0,4,Petrol,6,Red,0,Automatic,785,Navigation,1,New,Yes,1
22322,8,Ferrari,2,488 GTB,11,2021,34823,187022.0,1,Electric,0,Black,1,Manual,628,Leather Seats,2,Used,Yes,1
22323,0,Aston Martin,110,Vantage,11,2021,49701,159360.0,4,Petrol,8,White,1,Manual,471,Heated Seats,0,Like New,Yes,1
22324,24,Rolls-Royce,56,Ghost,10,2020,11680,247478.0,0,Diesel,8,White,0,Automatic,785,Navigation,0,Like New,Yes,1
22325,17,Maserati,55,Ghibli,7,2017,49117,222807.0,4,Petrol,1,Blue,1,Manual,785,Navigation,0,Like New,Yes,1
22326,4,Bugatti,112,Veyron,5,2015,28112,185985.0,4,Petrol,8,White,0,Automatic,943,Sunroof,1,New,No,0
22327,23,Porsche,8,911,12,2022,16599,124833.0,1,Electric,0,Black,1,Manual,785,Navigation,1,New,No,0
22328,4,Bugatti,26,Chiron,9,2019,38588,210473.0,3,Hybrid,6,Red,1,Manual,785,Navigation,0,Like New,No,0
22329,21,Mercedes-Benz,53,G-Class,6,2016,14673,222699.0,4,Petrol,7,Silver,0,Automatic,628,Leather Seats,2,Used,Yes,1
22330,15,Lamborghini,15,Aventador,7,2017,37210,137950.0,3,Hybrid,1,Blue,0,Automatic,785,Navigation,1,New,Yes,1
22331,21,Mercedes-Benz,53,G-Class,7,2017,12826,273202.0,3,Hybrid,7,Silver,0,Automatic,157,Bluetooth,2,Used,Yes,1
22332,0,Aston Martin,33,DB11,9,2019,22912,292235.0,0,Diesel,4,Green,1,Manual,471,Heated Seats,1,New,Yes,1
22333,4,Bugatti,26,Chiron,10,2020,46682,219035.0,3,Hybrid,0,Black,0,Automatic,628,Leather Seats,1,New,Yes,1
22334,8,Ferrari,2,488 GTB,5,2015,20167,145492.0,3,Hybrid,7,Silver,0,Automatic,628,Leather Seats,1,New,No,0
22335,15,Lamborghini,15,Aventador,11,2021,30766,133222.0,3,Hybrid,6,Red,0,Automatic,471,Heated Seats,0,Like New,No,0
22336,19,McLaren,6,570S,12,2022,45170,128232.0,0,Diesel,4,Green,1,Manual,785,Navigation,1,New,Yes,1
22337,15,Lamborghini,15,Aventador,12,2022,7732,237300.0,4,Petrol,8,White,0,Automatic,785,Navigation,2,Used,Yes,1
22338,24,Rolls-Royce,56,Ghost,9,2019,46923,227909.0,1,Electric,4,Green,1,Manual,628,Leather Seats,2,Used,No,0
22339,0,Aston Martin,33,DB11,8,2018,48819,195088.0,1,Electric,1,Blue,0,Automatic,157,Bluetooth,2,Used,No,0
22340,3,Bentley,17,Bentayga,9,2019,7968,221050.0,3,Hybrid,0,Black,1,Manual,943,Sunroof,2,Used,Yes,1
22341,21,Mercedes-Benz,95,S-Class,8,2018,48224,176932.0,0,Diesel,8,White,1,Manual,943,Sunroof,2,Used,No,0
22342,8,Ferrari,47,F8 Tributo,6,2016,25489,272294.0,0,Diesel,6,Red,0,Automatic,157,Bluetooth,1,New,Yes,1
22343,17,Maserati,55,Ghibli,5,2015,30722,170189.0,0,Diesel,0,Black,0,Automatic,943,Sunroof,1,New,Yes,1
22344,8,Ferrari,88,Portofino,9,2019,40965,216920.0,4,Petrol,7,Silver,1,Manual,943,Sunroof,0,Like New,Yes,1
22345,21,Mercedes-Benz,71,Maybach,8,2018,33483,248775.0,4,Petrol,4,Green,0,Automatic,471,Heated Seats,0,Like New,No,0
22346,4,Bugatti,26,Chiron,6,2016,27223,132273.0,0,Diesel,6,Red,0,Automatic,157,Bluetooth,1,New,Yes,1
22347,4,Bugatti,26,Chiron,11,2021,5341,142464.0,1,Electric,8,White,0,Automatic,785,Navigation,2,Used,Yes,1
22348,15,Lamborghini,109,Urus,11,2021,47628,138145.0,0,Diesel,0,Black,1,Manual,157,Bluetooth,0,Like New,No,0
22349,21,Mercedes-Benz,71,Maybach,7,2017,14936,219930.0,3,Hybrid,1,Blue,1,Manual,785,Navigation,0,Like New,No,0
22350,4,Bugatti,112,Veyron,11,2021,17263,129279.0,4,Petrol,1,Blue,1,Manual,628,Leather Seats,2,Used,Yes,1
22351,21,Mercedes-Benz,95,S-Class,11,2021,11601,136878.0,0,Diesel,1,Blue,1,Manual,785,Navigation,1,New,No,0
22352,23,Porsche,8,911,7,2017,14789,255729.0,1,Electric,8,White,0,Automatic,943,Sunroof,1,New,No,0
22353,24,Rolls-Royce,32,Cullinan,6,2016,31586,157726.0,4,Petrol,4,Green,1,Manual,943,Sunroof,0,Like New,Yes,1
22354,17,Maserati,66,Levante,11,2021,7624,289504.0,3,Hybrid,0,Black,0,Automatic,471,Heated Seats,2,Used,No,0
22355,4,Bugatti,26,Chiron,9,2019,31009,146239.0,0,Diesel,4,Green,1,Manual,628,Leather Seats,1,New,Yes,1
22356,3,Bentley,28,Continental GT,13,2023,30514,223430.0,0,Diesel,6,Red,1,Manual,471,Heated Seats,2,Used,Yes,1
22357,3,Bentley,28,Continental GT,7,2017,23813,196391.0,0,Diesel,0,Black,0,Automatic,157,Bluetooth,1,New,Yes,1
22358,15,Lamborghini,15,Aventador,7,2017,24103,229515.0,4,Petrol,4,Green,1,Manual,157,Bluetooth,0,Like New,Yes,1
22359,23,Porsche,8,911,9,2019,13400,238692.0,1,Electric,0,Black,0,Automatic,157,Bluetooth,0,Like New,Yes,1
22360,23,Porsche,24,Cayenne,10,2020,34586,181797.0,1,Electric,8,White,1,Manual,157,Bluetooth,2,Used,No,0
22361,0,Aston Martin,33,DB11,11,2021,35169,135127.0,0,Diesel,1,Blue,0,Automatic,628,Leather Seats,0,Like New,No,0
22362,0,Aston Martin,34,DBX,8,2018,25732,188577.0,4,Petrol,4,Green,0,Automatic,943,Sunroof,2,Used,No,0
22363,15,Lamborghini,109,Urus,5,2015,34976,267412.0,3,Hybrid,7,Silver,0,Automatic,471,Heated Seats,2,Used,No,0
22364,3,Bentley,17,Bentayga,7,2017,5938,201676.0,0,Diesel,4,Green,1,Manual,157,Bluetooth,2,Used,Yes,1
22365,15,Lamborghini,109,Urus,7,2017,20396,114844.0,3,Hybrid,1,Blue,0,Automatic,628,Leather Seats,0,Like New,Yes,1
22366,19,McLaren,7,720S,11,2021,27014,280511.0,4,Petrol,0,Black,1,Manual,785,Navigation,2,Used,Yes,1
22367,0,Aston Martin,34,DBX,13,2023,39204,270410.0,1,Electric,0,Black,1,Manual,785,Navigation,0,Like New,No,0
22368,23,Porsche,83,Panamera,9,2019,18555,294494.0,1,Electric,1,Blue,1,Manual,785,Navigation,1,New,Yes,1
22369,17,Maserati,66,Levante,12,2022,10062,139175.0,0,Diesel,7,Silver,1,Manual,628,Leather Seats,1,New,No,0
22370,23,Porsche,24,Cayenne,13,2023,16501,214430.0,1,Electric,1,Blue,1,Manual,943,Sunroof,0,Like New,Yes,1
22371,23,Porsche,24,Cayenne,13,2023,26787,105513.0,3,Hybrid,4,Green,1,Manual,157,Bluetooth,0,Like New,Yes,1
22372,3,Bentley,17,Bentayga,8,2018,12294,100173.0,1,Electric,6,Red,0,Automatic,785,Navigation,2,Used,No,0
22373,3,Bentley,17,Bentayga,6,2016,27750,228238.0,3,Hybrid,0,Black,0,Automatic,157,Bluetooth,0,Like New,No,0
22374,0,Aston Martin,110,Vantage,8,2018,24706,281069.0,4,Petrol,0,Black,0,Automatic,943,Sunroof,0,Like New,Yes,1
22375,23,Porsche,8,911,9,2019,6324,194790.0,4,Petrol,0,Black,1,Manual,785,Navigation,0,Like New,No,0
22376,17,Maserati,55,Ghibli,12,2022,40140,250830.0,0,Diesel,8,White,1,Manual,628,Leather Seats,0,Like New,Yes,1
22377,19,McLaren,81,P1,10,2020,29073,206065.0,4,Petrol,0,Black,0,Automatic,157,Bluetooth,1,New,Yes,1
22378,15,Lamborghini,59,Huracan,9,2019,42573,228195.0,0,Diesel,0,Black,1,Manual,943,Sunroof,1,New,Yes,1
22379,21,Mercedes-Benz,95,S-Class,8,2018,28562,188091.0,3,Hybrid,4,Green,0,Automatic,943,Sunroof,1,New,No,0
22380,21,Mercedes-Benz,95,S-Class,7,2017,5308,281699.0,4,Petrol,1,Blue,0,Automatic,471,Heated Seats,0,Like New,No,0
22381,19,McLaren,7,720S,7,2017,14889,132715.0,4,Petrol,4,Green,0,Automatic,943,Sunroof,0,Like New,No,0
22382,17,Maserati,66,Levante,8,2018,41699,295260.0,4,Petrol,6,Red,1,Manual,785,Navigation,2,Used,Yes,1
22383,4,Bugatti,112,Veyron,9,2019,16904,105652.0,3,Hybrid,1,Blue,1,Manual,785,Navigation,1,New,No,0
22384,17,Maserati,91,Quattroporte,11,2021,25114,242032.0,3,Hybrid,1,Blue,0,Automatic,157,Bluetooth,1,New,Yes,1
22385,15,Lamborghini,109,Urus,10,2020,13359,137553.0,3,Hybrid,8,White,1,Manual,785,Navigation,1,New,No,0
22386,19,McLaren,7,720S,5,2015,25326,179153.0,0,Diesel,6,Red,1,Manual,785,Navigation,0,Like New,Yes,1
22387,17,Maserati,55,Ghibli,11,2021,27602,166629.0,1,Electric,8,White,0,Automatic,628,Leather Seats,2,Used,Yes,1
22388,4,Bugatti,26,Chiron,10,2020,23587,202002.0,4,Petrol,0,Black,1,Manual,471,Heated Seats,0,Like New,Yes,1
22389,0,Aston Martin,33,DB11,5,2015,49394,286150.0,3,Hybrid,4,Green,1,Manual,628,Leather Seats,2,Used,Yes,1
22390,21,Mercedes-Benz,95,S-Class,9,2019,26296,144099.0,0,Diesel,4,Green,1,Manual,628,Leather Seats,1,New,No,0
22391,15,Lamborghini,109,Urus,9,2019,35066,232441.0,4,Petrol,7,Silver,0,Automatic,785,Navigation,1,New,No,0
22392,0,Aston Martin,34,DBX,13,2023,40964,149579.0,1,Electric,1,Blue,1,Manual,628,Leather Seats,2,Used,Yes,1
22393,19,McLaren,81,P1,7,2017,18482,233593.0,1,Electric,1,Blue,1,Manual,628,Leather Seats,1,New,Yes,1
22394,0,Aston Martin,110,Vantage,9,2019,49127,164365.0,0,Diesel,7,Silver,1,Manual,628,Leather Seats,0,Like New,Yes,1
22395,8,Ferrari,2,488 GTB,11,2021,39101,232537.0,1,Electric,4,Green,0,Automatic,943,Sunroof,0,Like New,No,0
22396,17,Maserati,91,Quattroporte,6,2016,49741,123755.0,0,Diesel,0,Black,1,Manual,157,Bluetooth,2,Used,No,0
22397,23,Porsche,8,911,5,2015,36387,229563.0,0,Diesel,0,Black,1,Manual,785,Navigation,0,Like New,No,0
22398,15,Lamborghini,59,Huracan,10,2020,42262,167528.0,4,Petrol,1,Blue,0,Automatic,943,Sunroof,1,New,Yes,1
22399,4,Bugatti,26,Chiron,13,2023,21478,280036.0,0,Diesel,0,Black,1,Manual,628,Leather Seats,1,New,Yes,1
22400,15,Lamborghini,109,Urus,13,2023,43261,228348.0,0,Diesel,7,Silver,1,Manual,471,Heated Seats,2,Used,Yes,1
22401,24,Rolls-Royce,32,Cullinan,10,2020,22864,224000.0,1,Electric,7,Silver,1,Manual,943,Sunroof,2,Used,Yes,1
22402,23,Porsche,24,Cayenne,5,2015,46864,233352.0,0,Diesel,0,Black,0,Automatic,157,Bluetooth,1,New,Yes,1
22403,17,Maserati,66,Levante,6,2016,44676,263624.0,4,Petrol,4,Green,0,Automatic,157,Bluetooth,1,New,Yes,1
22404,21,Mercedes-Benz,95,S-Class,9,2019,40522,174876.0,3,Hybrid,0,Black,1,Manual,628,Leather Seats,0,Like New,No,0
22405,19,McLaren,7,720S,8,2018,30793,162931.0,1,Electric,8,White,0,Automatic,785,Navigation,1,New,Yes,1
22406,8,Ferrari,88,Portofino,12,2022,13899,265527.0,0,Diesel,7,Silver,1,Manual,628,Leather Seats,2,Used,No,0
22407,8,Ferrari,2,488 GTB,11,2021,33610,174408.0,1,Electric,8,White,0,Automatic,943,Sunroof,0,Like New,No,0
22408,15,Lamborghini,109,Urus,12,2022,41958,102853.0,1,Electric,0,Black,0,Automatic,628,Leather Seats,2,Used,No,0
22409,3,Bentley,17,Bentayga,10,2020,27479,103356.0,3,Hybrid,4,Green,1,Manual,628,Leather Seats,1,New,Yes,1
22410,17,Maserati,91,Quattroporte,5,2015,18193,136184.0,4,Petrol,7,Silver,0,Automatic,628,Leather Seats,1,New,Yes,1
22411,8,Ferrari,88,Portofino,13,2023,27167,169919.0,0,Diesel,7,Silver,1,Manual,628,Leather Seats,0,Like New,Yes,1
22412,21,Mercedes-Benz,71,Maybach,12,2022,9603,113428.0,4,Petrol,1,Blue,0,Automatic,471,Heated Seats,0,Like New,Yes,1
22413,19,McLaren,6,570S,10,2020,49619,238355.0,1,Electric,8,White,1,Manual,943,Sunroof,0,Like New,No,0
22414,21,Mercedes-Benz,71,Maybach,13,2023,13245,251023.0,4,Petrol,0,Black,1,Manual,157,Bluetooth,2,Used,No,0
22415,21,Mercedes-Benz,71,Maybach,13,2023,27846,292150.0,3,Hybrid,1,Blue,0,Automatic,628,Leather Seats,0,Like New,No,0
22416,4,Bugatti,112,Veyron,10,2020,36485,108648.0,1,Electric,1,Blue,0,Automatic,471,Heated Seats,2,Used,Yes,1
22417,17,Maserati,55,Ghibli,10,2020,49765,263088.0,4,Petrol,4,Green,0,Automatic,471,Heated Seats,1,New,No,0
22418,15,Lamborghini,59,Huracan,7,2017,35591,173995.0,4,Petrol,1,Blue,0,Automatic,785,Navigation,0,Like New,Yes,1
22419,8,Ferrari,2,488 GTB,8,2018,27188,204687.0,4,Petrol,4,Green,1,Manual,943,Sunroof,0,Like New,No,0
22420,21,Mercedes-Benz,71,Maybach,13,2023,41437,245273.0,4,Petrol,1,Blue,1,Manual,785,Navigation,0,Like New,Yes,1
22421,3,Bentley,28,Continental GT,9,2019,22226,197504.0,0,Diesel,0,Black,0,Automatic,471,Heated Seats,1,New,Yes,1
22422,4,Bugatti,26,Chiron,13,2023,33496,172773.0,0,Diesel,0,Black,0,Automatic,943,Sunroof,1,New,Yes,1
22423,3,Bentley,49,Flying Spur,13,2023,37243,285501.0,3,Hybrid,4,Green,1,Manual,628,Leather Seats,2,Used,No,0
22424,17,Maserati,55,Ghibli,11,2021,39658,259089.0,3,Hybrid,7,Silver,1,Manual,785,Navigation,1,New,No,0
22425,0,Aston Martin,110,Vantage,5,2015,15555,246901.0,4,Petrol,6,Red,0,Automatic,471,Heated Seats,1,New,Yes,1
22426,8,Ferrari,88,Portofino,10,2020,21285,234269.0,3,Hybrid,1,Blue,0,Automatic,157,Bluetooth,0,Like New,Yes,1
22427,24,Rolls-Royce,56,Ghost,9,2019,47766,119354.0,1,Electric,7,Silver,1,Manual,157,Bluetooth,0,Like New,No,0
22428,3,Bentley,49,Flying Spur,11,2021,10529,222459.0,0,Diesel,1,Blue,1,Manual,785,Navigation,2,Used,No,0
22429,21,Mercedes-Benz,53,G-Class,13,2023,7856,250284.0,1,Electric,0,Black,0,Automatic,785,Navigation,2,Used,No,0
22430,3,Bentley,49,Flying Spur,9,2019,13322,163864.0,3,Hybrid,4,Green,0,Automatic,785,Navigation,1,New,No,0
22431,17,Maserati,91,Quattroporte,13,2023,22310,155576.0,0,Diesel,7,Silver,1,Manual,943,Sunroof,0,Like New,No,0
22432,17,Maserati,91,Quattroporte,9,2019,27883,254868.0,3,Hybrid,8,White,0,Automatic,628,Leather Seats,2,Used,Yes,1
22433,15,Lamborghini,109,Urus,7,2017,12003,267283.0,4,Petrol,4,Green,1,Manual,471,Heated Seats,2,Used,Yes,1
22434,23,Porsche,24,Cayenne,7,2017,6809,275244.0,0,Diesel,8,White,1,Manual,471,Heated Seats,2,Used,No,0
22435,15,Lamborghini,59,Huracan,6,2016,42710,196670.0,4,Petrol,1,Blue,0,Automatic,471,Heated Seats,0,Like New,No,0
22436,0,Aston Martin,33,DB11,5,2015,41326,153241.0,1,Electric,6,Red,0,Automatic,943,Sunroof,2,Used,No,0
22437,24,Rolls-Royce,32,Cullinan,11,2021,47081,181493.0,1,Electric,0,Black,0,Automatic,157,Bluetooth,0,Like New,No,0
22438,17,Maserati,91,Quattroporte,12,2022,45524,145029.0,1,Electric,7,Silver,0,Automatic,628,Leather Seats,2,Used,Yes,1
22439,3,Bentley,49,Flying Spur,6,2016,14935,191207.0,0,Diesel,7,Silver,1,Manual,785,Navigation,1,New,No,0
22440,4,Bugatti,112,Veyron,13,2023,42663,113925.0,4,Petrol,4,Green,0,Automatic,471,Heated Seats,1,New,Yes,1
22441,0,Aston Martin,33,DB11,12,2022,19892,163015.0,1,Electric,0,Black,0,Automatic,943,Sunroof,1,New,Yes,1
22442,23,Porsche,24,Cayenne,13,2023,48952,165294.0,0,Diesel,8,White,0,Automatic,157,Bluetooth,2,Used,Yes,1
